SpellName,ClassLevel,Expansion,Timer,ExpansionNum
Summoning Fire,23,original,0,0
Wuggan's Appraisal,23,ldon,0,6
Major Shielding,24,original,0,0
Summoning Air,24,original,0,0
Staff of Runes,24,original,0,0
Wuggan's Discombobulation,24,ldon,0,6
Wuggan's Extrication,24,ldon,0,6
Focus Mass Makeshift Spellcaster's Empowering Essence,24,sof,0,14
Dismiss Summoned,25,original,0,0
Phantom Chain,25,original,0,0
Summoning Earth,25,original,0,0
Summon Phantom Chain,25,sol,0,3
Rain of Spikes,26,original,7,0
Greater Summoning Water,26,original,0,0
Sword of Runes,26,original,0,0
Greater Summoning Fire,27,original,0,0
Expedience,27,sov,0,2
Summon Leather Mantle,27,sol,0,3
Expel Summoned,28,original,0,0
Inferno Shield,28,original,0,0
Greater Summoning Air,28,original,0,0
Summon Coldstone,29,original,0,0
Burnout II,29,original,0,0
Greater Summoning Earth,29,original,0,0
Dimensional Hole,30,original,0,0
Monster Summoning I,30,sov,0,2
Summon Shiny Bauble,30,sol,0,3
Focus Elementary Spellcaster's Empowering Essence,30,sof,0,14
Blaze,31,original,0,0
Minor Conjuration Water,31,original,0,0
Summon Shard of the Core,31,sov,0,2
Nullify Magic,32,original,0,0
Greater Shielding,32,original,0,0
Minor Conjuration Fire,32,original,0,0
Cinder Bolt,33,original,0,0
Staff of Symbols,33,original,0,0
Minor Conjuration Air,33,original,0,0
Wuggan's Greater Appraisal,33,ldon,0,6
Minor Conjuration Earth,34,original,0,0
Refresh Summoning,34,pop,0,4
Wuggan's Greater Discombobulation,34,ldon,0,6
Wuggan's Greater Extrication,34,ldon,0,6
Focus Mass Elementary Spellcaster's Empowering Essence,34,tss,0,12
Dagger of Symbols,35,original,0,0
Rain of Lava,35,original,3,0
Lesser Conjuration Water,36,original,0,0
Summon Companion,36,sov,0,2
Summon Ring of Flight,37,original,0,0
Lesser Conjuration Fire,37,original,0,0
Summon Twisted Ring,37,sol,0,3
Lesser Conjuration Air,38,original,0,0
Barrier of Combustion,38,original,0,0
Summon Phantom Plate,38,sol,0,3
Flame Arc,39,original,0,0
Lesser Conjuration Earth,39,original,0,0
Focus Modest Spellcaster's Empowering Essence,40,sof,0,14
Phantom Plate,41,original,0,0
Elemental Armor,41,original,0,0
Shock of Swords,41,original,0,0
Conjuration Water,41,original,0,0
Conjuration Fire,42,original,0,0
Summon Opal Bracelet,42,sol,0,3
Bounce,42,ldon,8,6
Summon Orb of Exploration,42,ldon,0,6
Arch Shielding,43,original,0,0
Conjuration Air,43,original,0,0
Elemental Maelstrom,43,sov,0,2
Malaisement,44,original,0,0
Conjuration Earth,44,original,0,0
Modulating Rod,44,rok,0,1
Summon Stone Bracelet,44,sol,0,3
Primal Remedy,44,loy,0,5
Focus Mass Modest Spellcaster's Empowering Essence,44,tss,0,12
Shield of Lava,45,original,0,0
Summon Orb,45,rok,0,1
Greater Conjuration Earth,46,original,0,0
Ward of Calliav,46,ldon,10,6
Lava Bolt,47,original,0,0
Burnout III,47,original,0,0
Greater Conjuration Fire,47,original,0,0
Banish Summoned,48,original,0,0
Greater Conjuration Air,48,original,0,0
Summon Elemental Blanket,48,sol,0,3
Rain of Swords,49,original,7,0
Greater Conjuration Water,49,original,0,0
Monster Summoning II,50,sov,0,2
Summon Golden Choker,50,sol,0,3
Focus Simple Spellcaster's Empowering Essence,50,sof,0,14
Malosi,51,original,0,0
Scintillation,51,rok,4,1
Vocarate Earth,51,rok,0,1
Gift of Xev,51,rok,0,1
Summon Silken Mantle,51,sol,0,3
Char,52,rok,0,1
Phantom Armor,52,rok,0,1
Vocarate Fire,52,rok,0,1
Bristlebane's Bundle,52,rok,0,1
Summon Brilliant Bauble,52,sol,0,3
Transon's Elemental Infusion,52,sol,0,3
Elemental Empathy,52,loy,0,5
Annul Magic,53,rok,0,1
Boon of Immolation,53,rok,0,1
Vocarate Air,53,rok,0,1
Quiver of Marr,53,rok,0,1
Summon Studded Ring,53,sol,0,3
Shield of the Magi,54,rok,0,1
Scars of Sigil,54,rok,0,1
Vocarate Water,54,rok,0,1
Bandolier of Luclin,54,rok,0,1
Summon Ruby Bracelet,54,sol,0,3
Veil of Elements,54,sol,0,3
Phantasmal Armor,54,sol,0,3
Summon Iron Bracelet,54,sol,0,3
Elemental Cloak,54,pop,0,4
Kindle,54,loy,0,5
Elemental Draw,54,god,0,7
Focus Mass Simple Spellcaster's Empowering Essence,54,tss,0,12
Sirocco,55,rok,3,1
Pouch of Quellious,55,rok,0,1
Rage of Zomm,55,rok,5,1
Call of the Hero,55,rok,0,1
Wrath of the Elements,55,sov,0,2
Burnout IV,55,sov,0,2
Earthen Strength,55,por,0,11
Focus Spellcaster's Empowering Essence,55,sof,0,14
Exile Summoned,56,rok,0,1
Cadeau of Flame,56,rok,0,1
Dyzil's Deafening Decoy,56,rok,0,1
Muzzle of Mardu,56,rok,0,1
Mass Mystical Transvergence,56,sol,0,3
Rod of Mystical Transvergence,56,sol,0,3
Shock of Steel,57,rok,0,1
Greater Vocaration Earth,57,rok,0,1
Eye of Tallon,57,rok,0,1
Malosini,58,rok,0,1
Velocity,58,rok,0,1
Greater Vocaration Fire,58,rok,0,1
Transon's Phantasmal Protection,58,sol,0,3
Reflect,58,ldon,8,6
Guard of Calliav,58,ldon,10,6
Seeking Flame of Seukor,59,rok,0,1
Manastorm,59,rok,7,1
Greater Vocaration Air,59,rok,0,1
Manifest Elements,59,rok,0,1
Valiant Companion,59,sov,0,2
Focus Mass Spellcaster's Empowering Essence,59,sof,0,14
Banishment,60,rok,0,1
Aegis of Ro,60,rok,0,1
Greater Vocaration Water,60,rok,0,1
Mala,60,rok,0,1
Monster Summoning III,60,sov,0,2
Maelstrom of Electricity,60,sol,7,3
Ancient Shock of Sun,60,sol,0,3
Ancient Burnout Blaze,60,sol,0,3
Shock of Fiery Blades,60,sol,0,3
Transon's Elemental Renewal,60,sol,0,3
Wind of the Desert,60,ldon,5,6
Focus Refined Spellcaster's Empowering Essence,60,sof,0,14
Shield of the Arcane,61,pop,0,4
Belt of Magi'Kot,61,pop,0,4
Blade of Walnan,61,pop,0,4
Flameshield of Ro,61,pop,0,4
Summon Platinum Choker,61,pop,0,4
Summon Runed Mantle,61,pop,0,4
Summon Sapphire Bracelet,61,pop,0,4
Summon Spiked Ring,61,pop,0,4
Summon Glowing Bauble,61,pop,0,4
Ward of Xegony,61,pop,0,4
Firebolt of Tallon,61,pop,0,4
Elemental Barrier,61,pop,0,4
Summon Steel Bracelet,61,pop,0,4
Summon Lava Orb,61,don,0,9
Imbue Earth,62,pop,0,4
Xegony's Phantasmal Guard,62,pop,0,4
Fist of Ixiblat,62,pop,0,4
Talisman of Return,62,pop,0,4
Burnout V,62,pop,0,4
Sun Storm,62,pop,3,4
Servant of Marr,62,pop,0,4
Burning Sand,62,ldon,0,6
Blade of The Kedge,63,pop,0,4
Summon Jewelry Bag,63,pop,0,4
Black Steel,63,pop,0,4
Child of Ro,63,pop,0,4
Malosinia,63,pop,0,4
Elemental Silence,63,pop,0,4
Maelstrom of Ro,63,pop,0,4
Shield of Maelin,64,pop,0,4
Imbue Air,64,pop,0,4
Destroy Summoned,64,pop,0,4
Girdle of Magi'Kot,64,pop,0,4
Planar Renewal,64,pop,0,4
Maelstrom of Thunder,64,pop,7,4
Protection of Calliav,64,ldon,10,6
Focus Mass Refined Spellcaster's Empowering Essence,64,sof,0,14
Imbue Fire,65,pop,0,4
Imbue Water,65,pop,0,4
Rathe's Son,65,pop,0,4
Sun Vortex,65,pop,0,4
Call of the Arch Mage,65,pop,0,4
Elemental Siphon,65,god,0,7
Rock of Taelosia,65,god,0,7
Monster Summoning IV,65,god,0,7
Ancient Chaos Vortex,65,god,0,7
Focus Intricate Spellcaster's Empowering Essence,65,sof,0,14
Summon Calliav's Runed Mantle,66,oom,0,8
Fireskin,66,oom,0,8
Summon Fireblade,66,oom,0,8
Summon Calliav's Jeweled Bracelet,66,oom,0,8
Summon Calliav's Spiked Ring,66,oom,0,8
Summon Calliav's Glowing Bauble,66,oom,0,8
Summon Calliav's Steel Bracelet,66,oom,0,8
Elemental Aura,66,oom,0,8
Child of Wind,66,oom,0,8
Bolt of Jerikor,66,oom,0,8
Summon Calliav's Platinum Choker,66,oom,0,8
Summon Staff of the North Wind,67,oom,0,8
Summon Dagger of the Deep,67,oom,0,8
Rain of Jerikor,67,oom,3,8
Child of Water,67,oom,0,8
Summon Sphere of Air,67,oom,0,8
Summon Crystal Belt,67,oom,0,8
Phantom Shield,68,oom,0,8
Summon Pouch of Jerikor,68,oom,0,8
Blade Strike,68,oom,0,8
Child of Fire,68,oom,0,8
Pyrilen Skin,68,oom,9,8
Burning Aura,68,dod,0,10
Elemental Fury,69,oom,0,8
Burning Earth,69,oom,0,8
Desolate Summoned,69,oom,0,8
Renewal of Jerikor,69,oom,0,8
Bulwark of Calliav,69,oom,10,8
Summon Molten Orb,69,dod,0,10
Fickle Fire,69,dod,0,10
Focus Mass Intricate Spellcaster's Empowering Essence,69,sof,0,14
Circle of Fireskin,70,oom,0,8
Star Scream,70,oom,7,8
Child of Earth,70,oom,0,8
Star Strike,70,oom,0,8
Elemental Simulacrum,70,oom,0,8
Ancient Nova Strike,70,oom,0,8
Ancient Veil of Pyrilonus,70,oom,9,8
Raging Servant,70,dod,5,10
Spear of Ro,70,por,0,11
Iceflame Guard,70,por,0,11
Rathe's Strength,70,por,0,11
Focus Elaborate Spellcaster's Empowering Essence,70,sof,0,14
Malosinise,71,tss,0,12
Magmaskin,71,tss,0,12
Prime Shielding,71,tss,0,12
Essence of Air,71,tss,0,12
Bolt of Molten Slag,71,tss,0,12
Summon Plate of the Elements,71,tss,0,12
Summon Muzzle of Mowcha,71,tss,0,12
Summon Aenda's Trinkets,71,tss,0,12
Burnout VI,71,tbs,0,13
Wand of Elemental Transvergence,72,tss,0,12
Rain of Molten Slag,72,tss,3,12
Essence of Water,72,tss,0,12
Phantasmal Warden,72,tss,0,12
Shock of Silvered Steel,72,tss,0,12
Beam of Molten Slag,72,tss,0,12
Summon Elemental Armaments,73,tss,0,12
Essence of Fire,73,tss,0,12
Scorching Skin,73,tss,9,12
Granite Stance,73,tss,10,12
Scalding Sands,73,tss,0,12
Renewal of Aenda,73,tss,0,12
Annihilate the Unnatural,73,tbs,0,13
Summon Wintry Paradox,74,tss,0,12
Aegis of Calliav,74,tss,10,12
Circle of Magmaskin,74,tss,0,12
Rain of Thunderbolts,74,tss,7,12
Essence of Earth,74,tss,0,12
Iceflame Body,74,tbs,0,13
Focus Mass Elaborate Spellcaster's Empowering Essence,74,sof,0,14
Fickle Inferno,75,tss,0,12
Elemental Symbiosis,75,tss,0,12
Mass Elemental Transvergence,75,tss,0,12
Blazing Stance,75,tss,10,12
Monster Summoning V,75,tss,0,12
Rampaging Servant,75,tbs,5,13
Focus Ornate Spellcaster's Empowering Essence,75,sof,0,14
Malosinatia,76,sof,0,14
Lavaskin,76,sof,0,14
Prime Guard,76,sof,0,14
Core of Air,76,sof,0,14
Bolt of Molten Dross,76,sof,0,14
Summon Plate of the Prime,76,sof,0,14
Summon Nastel's Heirlooms,76,sof,0,14
Burnout VII,76,sof,0,14
Wand of Prime Transvergence,77,sof,0,14
Rain of Molten Dross,77,sof,3,14
Core of Water,77,sof,0,14
Eidolic Guardian,77,sof,0,14
Shock of Cineral Steel,77,sof,0,14
Beam of Molten Dross,77,sof,0,14
Shock of Many,77,sof,6,14
Aspect of Zomm,77,sof,0,14
Annihilate the Aberrant,78,sof,0,14
Promised Recovery,78,sof,12,14
Summon Prime Armaments,78,sof,0,14
Core of Fire,78,sof,0,14
Searing Skin,78,sof,9,14
Grounded Stance,78,sof,10,14
Scorching Sands,78,sof,0,14
Revival of Aenro,78,sof,0,14
Summon Cauldron of Many Things,78,sof,0,14
Focus Mass Ornate Spellcaster's Empowering Essence,79,tss,0,12
Summon Gelid Paradox,79,sof,0,14
Circle of Lavaskin,79,sof,0,14
Torrent of Thunderbolts,79,sof,7,14
Core of Earth,79,sof,0,14
Iceflame Tenement,79,sof,0,14
Burning Brimbody,79,sof,0,14
Aegis of Kildrukaun,79,sof,10,14
Focus Runed Spellcaster's Empowering Essence,80,tss,0,12
Fickle Pyroclasm,80,sof,0,14
Prime Symbiosis,80,sof,0,14
Mass Prime Transvergence,80,sof,0,14
Hungry Flames,80,sof,0,14
Monster Summoning VI,80,sof,0,14
Rancorous Servant,80,sof,5,14
Shield of the Void,81,sod,0,15
Malosenea,81,sod,0,15
Brimstoneskin,81,sod,0,15
Aspect of Air,81,sod,0,15
Bolt of Molten Scoria,81,sod,0,15
Summon Zabella's Heirlooms,81,sod,0,15
Burnout VIII,81,sod,0,15
Wand of Ethereal Transvergence,82,sod,0,15
Rain of Molten Scoria,82,sod,3,15
Aspect of Water,82,sod,0,15
Empyrean Guardian,82,sod,0,15
Shock of Discordant Steel,82,sod,0,15
Beam of Molten Scoria,82,sod,0,15
Jolt of Many,82,sod,6,15
Annihilate the Anomalous,83,sod,0,15
Promised Rejuvenation,83,sod,12,15
Summon Ethereal Armaments,83,sod,0,15
Aspect of Fire,83,sod,0,15
Torrid Skin,83,sod,9,15
Earthen Stance,83,sod,10,15
Torrid Sands,83,sod,0,15
Renewal of Cadwin,83,sod,0,15
Summon Cauldron of Endless Goods,83,sod,0,15
Thaumatize Pet,83,uf,0,16
Summon Frigid Paradox,84,sod,0,15
Circle of Brimstoneskin,84,sod,0,15
Deluge of Thunderbolts,84,sod,7,15
Aspect of Earth,84,sod,0,15
Iceflame Efflux,84,sod,0,15
Burning Pyroshroud,84,sod,0,15
Summon Elemental Ore,84,sod,0,15
Chaotic Boon,84,uf,0,16
Twincast,85,sod,0,15
Fickle Blaze,85,sod,0,15
Ethereal Symbiosis,85,sod,0,15
Mass Ethereal Transvergence,85,sod,0,15
Ravenous Flames,85,sod,0,15
Rumbling Servant,85,sod,5,15
Hulking Bodyguard,85,sod,0,15
Surge of Thaumacretion,85,uf,0,16
Arcane Distillect,85,uf,0,16
Monster Summoning VII,85,eok,0,23
Shield of Dreams,86,hot,0,17
Malosene,86,hot,0,17
Bolt of Rhyolite,86,hot,0,17
Burnout IX,86,hot,0,17
Construct of Air,86,hot,0,17
Dreamfire Coat,86,hot,0,17
Gift of Daybreak,86,hot,0,17
Grant Spectral Plate,86,hot,0,17
Grant Enibik's Heirlooms,86,hot,0,17
Strike of Sand,86,hot,0,17
Beam of Rhyolite,87,hot,0,17
Clash of Many,87,hot,6,17
Cognitive Guardian,87,hot,0,17
Construct of Water,87,hot,0,17
Grant Visor of Vabtik,87,hot,0,17
Rain of Rhyolite,87,hot,3,17
Shock of Ethereal Steel,87,hot,0,17
Splash of Lava,87,hot,2,17
Wand of Spectral Transvergence,87,hot,0,17
Annihilate the Divergent,88,hot,0,17
Promised Wardmending,88,hot,12,17
Beam of Daggers,88,hot,0,17
Blazing Sands,88,hot,0,17
Blazing Skin,88,hot,9,17
Construct of Fire,88,hot,0,17
Grant Spectral Armaments,88,hot,0,17
Renewal of Volark,88,hot,0,17
Tellurian Stance,88,hot,10,17
Construct of Earth,89,hot,0,17
Burning Veil,89,hot,0,17
Chaotic Blessing,89,hot,0,17
Circle of Dreamfire,89,hot,0,17
Iceflame Ward,89,hot,0,17
Grant Glacial Paradox,89,hot,0,17
Grant Ring of Levitation,89,hot,0,17
Rain of Daggers,89,hot,7,17
Scalding Winds,89,hot,2,17
Fickle Flare,90,hot,0,17
Gather Potential,90,hot,1,17
Mass Spectral Transvergence,90,hot,0,17
Ruinous Servant,90,hot,5,17
Spear of Magma,90,hot,0,17
Spectral Symbiosis,90,hot,0,17
Surge of Shadowflares,90,hot,0,17
Tellurian Bodyguard,90,hot,0,17
Tellurian Bodyguard,90,hot,0,17
Tellurian Bodyguard II,90,hot,0,17
Tellurian Bodyguard III,90,hot,0,17
Voracious Flames,90,hot,0,17
Monster Summoning VIII,90,eok,0,23
Shield of Bronze,91,voa,0,18
Maloseneta,91,voa,0,18
Bolt of Molten Steel,91,voa,0,18
Burnout X,91,voa,0,18
Facet of Air,91,voa,0,18
Embercoat,91,voa,0,18
Grant Sphere of Air,91,voa,0,18
Grant Manaforged Plate,91,voa,0,18
Grant Atleris' Heirlooms,91,voa,0,18
Burst of Sand,91,voa,0,18
Beam of Molten Steel,92,voa,0,18
Strike of Many,92,voa,6,18
Splendrous Guardian,92,voa,0,18
Facet of Water,92,voa,0,18
Grant Quiver of Kalkek,92,voa,0,18
Rain of Molten Steel,92,voa,3,18
Shock of Argathian Steel,92,voa,0,18
Splash of Molten Steel,92,voa,2,18
Wand of Arcane Transvergence,92,voa,0,18
Abolish the Divergent,93,voa,0,18
Promised Amendment,93,voa,12,18
Beam of Razors,93,voa,0,18
Burning Sands,93,voa,0,18
Molten Skin,93,voa,9,18
Facet of Fire,93,voa,0,18
Grant Manaforged Armaments,93,voa,0,18
Renewal of Sirqo,93,voa,0,18
Summon Exigent Servant,93,voa,0,18
Summon Servant,93,voa,0,18
Summon Servant II,93,voa,0,18
Summon Servant III,93,voa,0,18
Steelstance,93,voa,10,18
Facet of Earth,94,voa,0,18
Molten Veil,94,voa,0,18
Chaotic Assistance,94,voa,0,18
Circle of Embers,94,voa,0,18
Iceflame Armor,94,voa,0,18
Grant Frostrift Paradox,94,voa,0,18
Rain of Razors,94,voa,7,18
Scalding Blast,94,voa,2,18
Summon Blazing Orb,94,voa,0,18
Magma Blaze,94,voa,0,18
Fickle Flames,95,voa,0,18
Gather Capacity,95,voa,1,18
Mass Arcane Transvergence,95,voa,0,18
Ruthless Servant,95,voa,5,18
Spear of Molten Steel,95,voa,0,18
Arcane Symbiosis,95,voa,0,18
Summon Exigent Minion,95,voa,0,18
Summon Minion,95,voa,0,18
Summon Minion II,95,voa,0,18
Summon Minion III,95,voa,0,18
Surge of Arcanum,95,voa,0,18
Steelbound Bodyguard,95,voa,0,18
Steelbound Bodyguard,95,voa,0,18
Steelbound Bodyguard II,95,voa,0,18
Steelbound Bodyguard III,95,voa,0,18
Famished Flames,95,voa,0,18
Monster Summoning IX,95,eok,0,23
Shield of the Dauntless,96,rof,0,19
Auspice of Shadows,96,rof,16,19
Malosenia,96,rof,0,19
Bolt of Molten Magma,96,rof,0,19
Burnout XI,96,rof,0,19
Shard of Air,96,rof,0,19
Flameskin,96,rof,0,19
Grant Frightforged Plate,96,rof,0,19
Grant Nint's Heirlooms,96,rof,0,19
Blast of Sand,96,rof,0,19
Maloseniac Eminence,96,cotf,0,20
Beam of Brimstone,97,rof,0,19
Grant Visor of Gobeker,97,rof,0,19
Salvo of Many,97,rof,6,19
Phantasmal Guardian,97,rof,0,19
Shard of Water,97,rof,0,19
Shock of Blistersteel,97,rof,0,19
Wand of Phantasmal Modulation,97,rof,0,19
Rain of Blistersteel,97,rof,3,19
Shield of Fate,97,cotf,0,20
Call of the Heroes,97,cotf,0,20
Exterminate the Unnatural,98,rof,0,19
Promised Amelioration,98,rof,12,19
Broiling Sands,98,rof,0,19
Infernal Skin,98,rof,9,19
Shard of Fire,98,rof,0,19
Grant Frightforged Armaments,98,rof,0,19
Renewal of Hererra,98,rof,0,19
Summon Imperious Servant,98,rof,0,19
Summon Servant,98,rof,0,19
Summon Servant II,98,rof,0,19
Summon Servant III,98,rof,0,19
Groundswell Stance,98,rof,10,19
Beam of Scythes,98,rof,0,19
Mirror,98,cotf,8,20
Iron Bolt,98,cotf,0,20
Aegis of Nefori,99,rof,10,19
Shard of Earth,99,rof,0,19
Magmatic Veil,99,rof,0,19
Circle of Flameskin,99,rof,0,19
Iceflame Eminence,99,rof,0,19
Grant Icebound Paradox,99,rof,0,19
Rain of Scythes,99,rof,7,19
Broiling Blast,99,rof,2,19
Chaotic Benevolence,99,rof,0,19
Summon Cauldron of Endless Bounty,99,cotf,0,20
Fickle Magma,100,rof,0,19
Gather Magnitude,100,rof,1,19
Mass Phantasmal Transvergence,100,rof,0,19
Relentless Servant,100,rof,5,19
Spear of Blistersteel,100,rof,0,19
Phantasmal Symbiosis,100,rof,0,19
Summon Imperious Minion,100,rof,0,19
Summon Minion,100,rof,0,19
Summon Minion II,100,rof,0,19
Summon Minion III,100,rof,0,19
Groundswell Bodyguard,100,rof,0,19
Groundswell Bodyguard,100,rof,0,19
Groundswell Bodyguard II,100,rof,0,19
Groundswell Bodyguard III,100,rof,0,19
Blistersteel Malosenia,100,rof,0,19
Surge of Shadow,100,rof,0,19
Remote Relentless Servant,100,cotf,5,20
Ether Shard Strike,100,cotf,0,20
Monster Summoning X,100,eok,0,23
Shield of the Pellarus,101,tds,0,21
Malosenete,101,tds,0,21
Bolt of Molten Shieldstone,101,tds,0,21
Burnout XII,101,tds,0,21
Convocation of Air,101,tds,0,21
Flameweave Coat,101,tds,0,21
Grant Thassis' Plate,101,tds,0,21
Grant Calix's Heirlooms,101,tds,0,21
Dichotomic Companion,101,tbm,11,22
Firebound Alliance,101,eok,13,23
Shield of Consequence,102,tds,0,21
Beam of Molten Shieldstone,102,tds,0,21
Storm of Many,102,tds,6,21
Praetorian Guardian,102,tds,0,21
Convocation of Water,102,tds,0,21
Shock of Darksteel,102,tds,0,21
Wand of Dark Modulation,102,tds,0,21
Auspice of Eternity,102,tbm,16,22
Summon Firebound Orb,102,eok,0,23
Blazing Jet,102,eok,0,23
Blazing Jet II,102,eok,0,23
Blazing Jet III,102,eok,0,23
Eradicate the Unnatural,103,tds,0,21
Promised Invigoration,103,tds,12,21
Searing Sands,103,tds,0,21
Coronal Skin,103,tds,9,21
Convocation of Fire,103,tds,0,21
Grant Thassis' Armaments,103,tds,0,21
Renewal of Calix,103,tds,0,21
Summon Mutinous Servant,103,tds,0,21
Summon Servant,103,tds,0,21
Summon Servant II,103,tds,0,21
Summon Servant III,103,tds,0,21
Shieldstone Stance,103,tds,10,21
Coronal Rain,103,tds,3,21
Meteoric Bolt,103,tbm,0,22
Aegis of Japac,104,tds,10,21
Convocation of Earth,104,tds,0,21
Circle of Flameweaving,104,tds,0,21
Iceflame Armaments,104,tds,0,21
Darksteel Malosenete,104,tds,0,21
Chaotic Benefaction,104,tds,0,21
Rain of Cutlasses,104,tds,7,21
Searing Blast,104,tds,2,21
Summon Coronal Orb,104,tbm,0,22
Fickle Conflagration,105,tds,0,21
Mass Dark Transvergence,105,tds,0,21
Remorseless Servant,105,tds,5,21
Remote Remorseless Servant,105,tds,5,21
Spear of Molten Shieldstone,105,tds,0,21
Dark Symbiosis,105,tds,0,21
Summon Mutinous Minion,105,tds,0,21
Summon Minion,105,tds,0,21
Summon Minion II,105,tds,0,21
Summon Minion III,105,tds,0,21
Shieldstone Bodyguard,105,tds,0,21
Shieldstone Bodyguard,105,tds,0,21
Shieldstone Bodyguard II,105,tds,0,21
Shieldstone Bodyguard III,105,tds,0,21
Monster Summoning XI,105,eok,0,23
Chaotic Fire,105,eok,4,23
Shield of Scales,106,ros,0,24
Malosinata,106,ros,0,24
Volley of Sand,106,ros,0,24
Bolt of Skyfire,106,ros,0,24
Burnout XIII,106,ros,0,24
Embodiment of Air,106,ros,0,24
Inferno Coat,106,ros,0,24
Grant Wirn's Plate,106,ros,0,24
Grant Ioulin's Heirlooms,106,ros,0,24
Dissident Companion,106,tbl,11,26
Shield of Order,107,ros,0,24
Beam of Molten Rhyolite,107,ros,0,24
Volley of Many,107,ros,6,24
Burning Guardian,107,ros,0,24
Embodiment of Water,107,ros,0,24
Shock of Arcronite Steel,107,ros,0,24
Wand of Burning Modulation,107,ros,0,24
Auspice of Esianti,107,tbl,16,26
Repudiate the Unnatural,108,ros,0,24
Promised Alleviation,108,ros,12,24
Promised Alleviation Trigger,108,ros,0,24
Promised Alleviation Trigger II,108,ros,0,24
Promised Alleviation Trigger III,108,ros,0,24
Beam of Knives,108,ros,0,24
Rain of Molten Rhyolite,108,ros,3,24
Blistering Sands,108,ros,0,24
Blistering Skin,108,ros,9,24
Embodiment of Fire,108,ros,0,24
Grant Wirn's Armaments,108,ros,0,24
Renewal of Ioulin,108,ros,0,24
Summon Insurgent Servant,108,ros,0,24
Summon Servant Azia IV,108,ros,0,24
Summon Servant Beza IV,108,ros,0,24
Summon Servant Caza IV,108,ros,0,24
Rhyolite Stance,108,ros,10,24
Korascian Bolt,108,tbl,0,26
Aegis of Zeklor,109,ros,10,24
Embodiment of Earth,109,ros,0,24
Skyfire Veil,109,ros,0,24
