SpellName,ClassLevel,Expansion,Timer,ExpansionNum
Daggergash,105,tds,9,21
Audacious Escape,105,tds,1,21
Smokeshade,105,tds,12,21
Hiatus,106,ros,13,24
Lie in Wait,106,ros,7,24
Dim-Witted Mark,106,ros,17,24
Dissident Weapons,106,tbl,22,26
Ragged Edge Discipline,107,ros,14,24
Undetectable Discipline,107,ros,5,24
Blinding Brilliance,107,ros,-1,24
Jugular Strike,107,ros,18,24
Lethal Aim Discipline,108,ros,16,24
Skorpikis Blade,108,ros,8,24
Forceful Dagger-Throw,108,ros,9,24
Slice,108,ros,1,24
Poisonous Covenant,108,tbl,21,26
Pinpoint Shortcomings,109,ros,10,24
Diversion,109,ros,11,24
Secret Blade,109,ros,20,24
Aculeus Discipline,109,ros,15,24
Vexatious Puncture,109,tbl,12,26
Fellstrike,110,ros,9,24
Daggerslice,110,ros,9,24
Brazen Escape,110,ros,1,24
Smokegloom,110,ros,12,24
Relax,111,tov,13,26
Bushwhack,111,tov,7,26
Naive Mark,111,tov,17,26
Blinding Glint,112,tov,-1,26
Jugular Cut,112,tov,18,26
Cloaking Speed Discipline,112,tov,4,26
Cloaking Speed Shock,112,tov,0,26
Cloaking Speed Shock II,112,tov,0,26
Cloaking Speed Shock III,112,tov,0,26
Drachnid Blade,113,tov,8,26
Powerful Dagger-Throw,113,tov,9,26
Slash,113,tov,1,26
Pinpoint Defects,114,tov,10,26
Cozen,114,tov,11,26
Cloaked Blade,114,tov,20,26
Chelicerae Discipline,114,tov,15,26
Blitzstrike,115,tov,9,26
Daggerslash,115,tov,9,26
Bold Escape,115,tov,1,26
Smokeveil,115,tov,12,26
