SpellName,ClassLevel,Expansion,Timer,ExpansionNum
Stormstrike Defense Discipline,110,ros,7,24
Shield Sunder,110,tbl,22,26
Relax,111,tov,13,26
Armor of Relentless Runes,111,tov,5,26
Kragek's Roar,111,tov,8,26
Unending Attention,112,tov,15,26
Finish the Fight,112,tov,18,26
Aggravate,113,tov,9,26
Oppressing Shout,113,tov,17,26
Ultimate Stand Discipline,113,tov,2,26
Precision Strike,114,tov,9,26
Tempest Blades,114,tov,10,26
Warrior's Rampart,114,tov,16,26
Paragon Champion,115,tov,-1,26
Courageous Defense,115,tov,-1,26
