SpellName,ClassLevel,Expansion,Timer,ExpansionNum
Counteract Poison,61,original,0,0
Annul Magic,61,rok,0,1
Talisman of Shadoo,61,rok,0,1
Infusion of Spirit,61,pop,0,4
Healing of Sorsha,61,pop,0,4
Scorpion Venom,61,pop,0,4
Growl of the Leopard,61,don,0,9
Talisman of Kragg,62,rok,0,1
Spiritual Vigor,62,pop,0,4
Spirit of Arag,62,pop,0,4
Abolish Disease,63,original,0,0
Celerity,63,original,0,0
Talisman of Jasinth,63,rok,0,1
Arag's Celerity,63,pop,0,4
Spirit of Rellic,63,pop,0,4
Frost Spear,63,pop,7,4
Regrowth,64,rok,0,1
Spiritual Dominion,64,pop,1,4
Spirit of Sorsha,64,pop,0,4
Protection of Calliav,64,ldon,10,6
Plague,65,original,0,0
Acumen,65,rok,0,1
Sha's Revenge,65,pop,1,4
Ferocity,65,pop,2,4
Turepta Blood,65,god,0,7
Trushar's Mending,65,god,0,7
Trushar's Frost,65,god,11,7
Ancient Frozen Chaos,65,god,7,7
Healing of Mikkily,66,oom,0,8
Chimera Blood,66,oom,0,8
Eradicate Disease,66,rof,0,19
Muada's Mending,67,oom,0,8
Focus of Alladnu,67,oom,0,8
Spiritual Vitality,67,oom,3,8
Spirit of Alladnu,68,oom,0,8
Growl of the Beast,68,oom,0,8
Spirit of Irionu,68,oom,0,8
Bestial Empathy,68,dod,5,10
Glacier Spear,69,oom,11,8
Feral Vigor,69,oom,0,8
Spiritual Ascendance,69,oom,0,8
Feral Guard,69,oom,10,8
Growl of the Panther,69,don,0,9
Empathic Fury,69,dod,3,10
Spirit of Rashara,70,oom,0,8
Festering Malady,70,oom,0,8
Ferocity of Irionu,70,oom,9,8
Ancient Savage Ice,70,oom,7,8
Sha's Legacy,70,oom,0,8
Rake,70,por,9,11
Spirit of Oroshar,70,por,0,11
Healing of Uluanes,71,tss,0,12
Diregriffon's Bite,71,tss,0,12
Focus of Amilan,71,tss,0,12
Mammoth-Hide Guard,71,tbs,10,13
Minohten Mending,72,tss,0,12
Spiritual Vim,72,tss,3,12
Fever Spike,72,tss,4,12
Promised Mending,73,tss,12,12
Unparalleled Voracity,73,tss,0,12
Spirit of Uluanes,73,tss,0,12
Bite of the Empress,73,tbs,6,13
Spirit of Lairn,74,tss,0,12
Spiked Sleet,74,tss,11,12
Spiritual Enlightenment,74,tss,0,12
Steeltrap Jaws,75,tss,0,12
Ruthless Ferocity,75,tss,9,12
Spellbreaker's Guard,75,tss,10,12
Bark at the Moon,75,tbs,5,13
Salve of Feldan,76,sof,0,14
Falrazim's Gnashing,76,sof,0,14
Focus of Zott,76,sof,0,14
Dragonscale Guard,76,sof,10,14
Eradicate Poison,76,rof,0,19
Daria's Mending,77,sof,0,14
Spiritual Vivacity,77,sof,3,14
Fever Surge,77,sof,4,14
Bulwark of Tri'Qaras,77,sof,10,14
Promised Recovery,78,sof,12,14
Peerless Penchant,78,sof,0,14
Spirit of Silverwing,78,sof,0,14
Bite of the Borrower,78,sof,6,14
Spirit of Jeswin,79,sof,0,14
Jagged Torrent,79,sof,7,14
Spiritual Epiphany,79,sof,0,14
Growl of the Puma,79,sof,0,14
Spirit of Tala'Tak,79,eok,0,23
Lockfang Jaws,80,sof,0,14
Vicious Ferocity,80,sof,9,14
Spellbreaker's Bulwark,80,sof,10,14
Howl at the Moon,80,sof,5,14
Harrow,80,sof,9,14
Salve of Reshan,81,sod,0,15
Ikaav Blood,81,sod,0,15
Focus of Yemall,81,sod,0,15
Cadmael's Mending,82,sod,0,15
Spiritual Verve,82,sod,3,15
Tsetsian Endemic,82,sod,4,15
Minax's Mending,82,sod,0,15
Promised Rejuvenation,83,sod,12,15
Unrivaled Rapidity,83,sod,0,15
Spirit of Hoshkar,83,sod,0,15
Bite of the Vitrik,83,sod,6,15
Friendly Pet,83,uf,0,16
Friendly Pet Heal,83,uf,0,16
Friendly Pet Heal II,83,uf,0,16
Friendly Pet Heal III,83,uf,0,16
Spirit of Vaxztn,84,sod,0,15
Frigid Lance,84,sod,11,15
Spiritual Edification,84,sod,0,15
Growl of the Jaguar,84,sod,0,15
Growl of the Jaguar,84,sod,0,15
Growl of the Jaguar II,84,sod,0,15
Growl of the Jaguar III,84,sod,0,15
Frozen Venom,84,uf,14,16
Haergen's Growl I,84,uf,0,16
Haergen's Growl II,84,uf,0,16
Haergen's Growl III,84,uf,0,16
Fellgrip Jaws,85,sod,0,15
Savage Ferocity,85,sod,9,15
Spellbreaker's Aegis,85,sod,10,15
Yowl at the Moon,85,sod,5,15
Foray,85,sod,9,15
Haergen's Feralgia,85,uf,5,16
Haergen's Call I,85,uf,0,16
Haergen's Call II,85,uf,0,16
Haergen's Call III,85,uf,0,16
Respite,86,hot,13,17
Bestial Vivisection,86,hot,7,17
Focus of Emiq,86,hot,0,17
Neivr's Aggression,86,hot,13,17
Neivr's Protection,86,hot,13,17
Salve of Sevna,86,hot,0,17
Spinechiller Blood,86,hot,0,17
Flurry of Claws,87,hot,6,17
Jorra's Mending,87,hot,0,17
Sha's Reprisal,87,hot,0,17
Shiverback Endemic,87,hot,4,17
Spiritual Valor,87,hot,3,17
Wilap's Mending,87,hot,0,17
Promised Wardmending,88,hot,12,17
Bolstering Warder,88,hot,0,17
Incomparable Velocity,88,hot,0,17
Incomparable Velocity,88,hot,0,17
Incomparable Velocity II,88,hot,0,17
Incomparable Velocity III,88,hot,0,17
Nature's Fury,88,hot,4,17
Sarsez' Bite,88,hot,6,17
Spectral Rampart,88,hot,10,17
Spirit of Averc,88,hot,0,17
Frozen Venin,89,hot,14,17
Frozen Venin Poison,89,hot,0,17
Frozen Venin Poison II,89,hot,0,17
Frozen Venin Poison III,89,hot,0,17
Frozen Venin Ice,89,hot,0,17
Frozen Venin Ice II,89,hot,0,17
Frozen Venin Ice III,89,hot,0,17
Glacial Lance,89,hot,7,17
Glacial Roar,89,hot,11,17
Growl of the Tiger,89,hot,0,17
Growl of the Tiger,89,hot,0,17
Growl of the Tiger II,89,hot,0,17
Growl of the Tiger III,89,hot,0,17
Spirit of Kron,89,hot,0,17
Spiritual Enhancement,89,hot,0,17
Callous Ferocity,90,hot,9,17
Deadlock Jaws,90,hot,0,17
Kron's Maelstrom,90,hot,15,17
Kron's Poison Strike,90,hot,0,17
Kron's Poison Strike II,90,hot,0,17
Kron's Poison Strike III,90,hot,0,17
Kron's Disease Strike,90,hot,0,17
Kron's Disease Strike II,90,hot,0,17
Kron's Disease Strike III,90,hot,0,17
Kron's Ice Strike,90,hot,0,17
Kron's Ice Strike II,90,hot,0,17
Kron's Ice Strike III,90,hot,0,17
Rush,90,hot,9,17
Shout at the Moon,90,hot,5,17
Spellbreaker's Rampart,90,hot,10,17
Tuzil's Feralgia,90,hot,5,17
Tuzil's Growl,90,hot,0,17
Tuzil's Growl II,90,hot,0,17
Tuzil's Growl III,90,hot,0,17
Tuzil's Call,90,hot,0,17
Tuzil's Call II,90,hot,0,17
Tuzil's Call III,90,hot,0,17
Reprieve,91,voa,13,18
Bestial Rending,91,voa,7,18
Natural Collaboration,91,voa,0,18
Companion's Aid,91,voa,0,18
Companion's Aid II,91,voa,0,18
Companion's Aid III,91,voa,0,18
Focus of Klar,91,voa,0,18
Mea's Aggression,91,voa,13,18
Mea's Protection,91,voa,13,18
Salve of Yubai,91,voa,0,18
Binaesa Blood,91,voa,0,18
Brutal Ferocity,92,voa,9,18
Tumult of Claws,92,voa,6,18
Mending of the Izon,92,voa,0,18
Silbar's Endemic,92,voa,4,18
Spiritual Valiance,92,voa,3,18
Yurv's Mending,92,voa,0,18
Promised Amendment,93,voa,12,18
Empowering Warder,93,voa,0,18
Exceptional Velocity,93,voa,0,18
Exceptional Velocity,93,voa,0,18
Exceptional Velocity II,93,voa,0,18
Exceptional Velocity III,93,voa,0,18
Kolos' Fury,93,voa,4,18
Rotsil's Bite,93,voa,6,18
Beastwood Rampart,93,voa,10,18
Spirit of Kolos,93,voa,0,18
Savage Fury,94,voa,3,18
Savage Fury,94,voa,0,18
Savage Fury II,94,voa,0,18
Savage Fury III,94,voa,0,18
Frozen Cyanin,94,voa,14,18
Frozen Cyanin Poison,94,voa,0,18
Frozen Cyanin Poison II,94,voa,0,18
Frozen Cyanin Poison III,94,voa,0,18
Frozen Cyanin Ice,94,voa,0,18
Frozen Cyanin Ice II,94,voa,0,18
Frozen Cyanin Ice III,94,voa,0,18
Frostrift Lance,94,voa,11,18
Frostrift Roar,94,voa,11,18
Growl of the Lion,94,voa,0,18
Growl of the Lion,94,voa,0,18
Growl of the Lion II,94,voa,0,18
Growl of the Lion III,94,voa,0,18
Spirit of Bale,94,voa,0,18
Spiritual Enrichment,94,voa,0,18
Shared Brutal Ferocity,95,voa,9,18
Bale's Maelstrom,95,voa,15,18
Bale's Poison Strike,95,voa,0,18
Bale's Poison Strike II,95,voa,0,18
Bale's Poison Strike III,95,voa,0,18
Bale's Disease Strike,95,voa,0,18
Bale's Disease Strike II,95,voa,0,18
Bale's Disease Strike III,95,voa,0,18
Bale's Ice Strike,95,voa,0,18
Bale's Ice Strike II,95,voa,0,18
Bale's Ice Strike III,95,voa,0,18
Barrage,95,voa,9,18
Scream at the Moon,95,voa,5,18
Spellbreaker's Armor,95,voa,10,18
Yahnoa's Feralgia,95,voa,5,18
Yahnoa's Growl,95,voa,0,18
Yahnoa's Growl II,95,voa,0,18
Yahnoa's Growl III,95,voa,0,18
Yahnoa's Call,95,voa,0,18
Yahnoa's Call II,95,voa,0,18
Yahnoa's Call III,95,voa,0,18
Rest,96,rof,13,19
Auspice of Shadows,96,rof,16,19
Bestial Evulsing,96,rof,7,19
Focus of Sanera,96,rof,0,19
Plakt's Aggression,96,rof,13,19
Plakt's Protection,96,rof,13,19
Salve of Blezon,96,rof,0,19
Asp Blood,96,rof,0,19
Natural Cooperation,96,rof,0,19
Companion's Aid,96,rof,0,19
Companion's Aid II,96,rof,0,19
Companion's Aid III,96,rof,0,19
Monkey's Spirit Discipline,96,cotf,18,20
Merciless Ferocity,97,rof,9,19
Clamor of Claws,97,rof,6,19
Jaerol's Mending,97,rof,0,19
Natigo's Endemic,97,rof,4,19
Spiritual Vindication,97,rof,3,19
Huaene's Melioration,97,rof,0,19
Withering Bite,97,rof,0,19
Fatiguing Bite,97,cotf,0,20
Promised Amelioration,98,rof,12,19
Invigorating Warder,98,rof,0,19
Ruaabri's Fury,98,rof,4,19
Poantaar's Bite,98,rof,6,19
Spirit of Lachemit,98,rof,0,19
Extraordinary Velocity,98,cotf,0,20
Focused Clamor of Claws,98,cotf,6,20
Aegis of Nefori,99,rof,10,19
Savage Rage,99,rof,3,19
Savage Rage,99,rof,0,19
Savage Rage II,99,rof,0,19
Savage Rage III,99,rof,0,19
Frozen Carbomate,99,rof,14,19
Frozen Carbomate Poison,99,rof,0,19
Frozen Carbomate Poison II,99,rof,0,19
Frozen Carbomate Poison III,99,rof,0,19
Frozen Carbomate Ice,99,rof,0,19
Frozen Carbomate Ice II,99,rof,0,19
Frozen Carbomate Ice III,99,rof,0,19
Kromrif Lance,99,rof,7,19
Kromrif Roar,99,rof,11,19
Growl of the Snow Leopard,99,rof,0,19
Growl of the Snow Leopard,99,rof,0,19
Growl of the Snow Leopard II,99,rof,0,19
Growl of the Snow Leopard III,99,rof,0,19
Spirit of Nak,99,rof,0,19
Spiritual Evolution,99,rof,0,19
Edoth's Chill,99,rof,0,19
Warder's Unity,99,cotf,0,20
Shared Merciless Ferocity,100,rof,9,19
Pummel,100,rof,9,19
Yell at the Moon,100,rof,5,19
Spellbreaker's Ward,100,rof,10,19
Kesar's Feralgia,100,rof,5,19
Kesar's Growl,100,rof,0,19
Kesar's Growl II,100,rof,0,19
Kesar's Growl III,100,rof,0,19
Kesar's Call,100,rof,0,19
Kesar's Call II,100,rof,0,19
Kesar's Call III,100,rof,0,19
Reflexive Rending,100,rof,19,19
Nak's Maelstrom,100,rof,15,19
Nak's Poison Strike,100,rof,0,19
Nak's Poison Strike II,100,rof,0,19
Nak's Poison Strike III,100,rof,0,19
Nak's Disease Strike,100,rof,0,19
Nak's Disease Strike II,100,rof,0,19
Nak's Disease Strike III,100,rof,0,19
Nak's Ice Strike,100,rof,0,19
Nak's Ice Strike II,100,rof,0,19
Nak's Ice Strike III,100,rof,0,19
Spiritual Unity,100,cotf,3,20
Breather,101,tds,13,21
Natural Affiliation,101,tds,0,21
Companion's Aid,101,tds,0,21
Companion's Aid II,101,tds,0,21
Companion's Aid III,101,tds,0,21
Focus of Okasi,101,tds,0,21
Sekmoset's Aggression,101,tds,13,21
Sekmoset's Protection,101,tds,13,21
Salve of Clorith,101,tds,0,21
Glistenwing Blood,101,tds,0,21
Dichotomic Fury,101,tbm,19,22
Venomous Alliance,101,eok,21,23
Kromtus Lance,102,tds,11,21
Tempest of Claws,102,tds,6,21
Sabhattin's Mending,102,tds,0,21
Hemocoraxius' Endemic,102,tds,4,21
Spiritual Vivification,102,tds,3,21
Tirik's Melioration,102,tds,0,21
Auspice of Eternity,102,tbm,16,22
Al'ele's Vindication,102,eok,21,23
Promised Invigoration,103,tds,12,21
Mending Warder,103,tds,0,21
Spiritual Elaboration,103,tds,0,21
Kreig's Bite,103,tds,6,21
Frozen Miasma,103,tds,14,21
Frozen Miasma Poison,103,tds,0,21
Frozen Miasma Poison II,103,tds,0,21
Frozen Miasma Poison III,103,tds,0,21
Frozen Miasma Ice,103,tds,0,21
Frozen Miasma Ice II,103,tds,0,21
Frozen Miasma Ice III,103,tds,0,21
Spirit of Avalit,103,tds,0,21
Aegis of Japac,104,tds,10,21
Kirchen's Chill,104,tds,0,21
Kromtus Roar,104,tds,11,21
Growl of the Leopard,104,tds,0,21
Growl of the Leopard,104,tds,0,21
Growl of the Leopard II,104,tds,0,21
Growl of the Leopard III,104,tds,0,21
Spirit of Visoracius,104,tds,0,21
Maul,104,tds,9,21
Savage Rancor,104,tbm,3,22
Savage Rancor,104,tbm,0,22
Savage Rancor II,104,tbm,0,22
Savage Rancor III,104,tbm,0,22
Krenk's Feralgia,105,tds,5,21
Krenk's Growl,105,tds,0,21
Krenk's Growl II,105,tds,0,21
Krenk's Growl III,105,tds,0,21
Krenk's Call,105,tds,0,21
Krenk's Call II,105,tds,0,21
Krenk's Call III,105,tds,0,21
Stormblood's Unity,105,tds,3,21
Cry at the Moon,105,tds,5,21
Spellbreaker's Palisade,105,tds,10,21
Visoracius' Maelstrom,105,tds,15,21
Visoracius' Poison Strike,105,tds,0,21
Visoracius' Poison Strike II,105,tds,0,21
Visoracius' Poison Strike III,105,tds,0,21
Visoracius' Disease Strike,105,tds,0,21
Visoracius' Disease Strike II,105,tds,0,21
Visoracius' Disease Strike III,105,tds,0,21
Visoracius' Ice Strike,105,tds,0,21
Visoracius' Ice Strike II,105,tds,0,21
Visoracius' Ice Strike III,105,tds,0,21
Reflexive Sundering,105,eok,19,23
Hiatus,106,ros,13,24
Bestial Savagery,106,ros,7,24
Warder's Savagery,106,ros,0,24
Warder's Savagery II,106,ros,0,24
Warder's Savagery III,106,ros,0,24
Natural Cooperation,106,ros,0,24
Companion's Aid Azia IV,106,ros,0,24
Companion's Aid Beza IV,106,ros,0,24
Companion's Aid Caza IV,106,ros,0,24
Focus of Artikla,106,ros,0,24
Virzak's Aggression,106,ros,13,24
Virzak's Protection,106,ros,13,24
Salve of Artikla,106,ros,0,24
Polybiad Blood,106,ros,0,24
Dissident Fury,106,tbl,19,26
Debilitating Bite,107,ros,0,24
Exhausting Bite,107,ros,0,24
Frostbite Lance,107,ros,7,24
Storm of Claws,107,ros,6,24
Deltro's Mending,107,ros,0,24
Elkikatar's Endemic,107,ros,4,24
Spiritual Vibrancy,107,ros,3,24
Virzak's Melioration,107,ros,0,24
Virzak's Miracle,107,ros,0,24
Virzak's Miracle II,107,ros,0,24
Virzak's Miracle III,107,ros,0,24
Auspice of Esianti,107,tbl,16,26
Promised Alleviation,108,ros,12,24
Promised Alleviation Trigger,108,ros,0,24
Promised Alleviation Trigger II,108,ros,0,24
Promised Alleviation Trigger III,108,ros,0,24
Convivial Warder,108,ros,0,24
Spiritual Empowerment,108,ros,0,24
Mawmun's Bite,108,ros,6,24
Scorchwood Ward,108,ros,10,24
Frozen Toxin,108,ros,14,24
Frozen Toxin Poison,108,ros,0,24
Frozen Toxin Poison II,108,ros,0,24
Frozen Toxin Poison III,108,ros,0,24
Frozen Toxin Ice,108,ros,0,24
Frozen Toxin Ice II,108,ros,0,24
Frozen Toxin Ice III,108,ros,0,24
Spirit of Akalit,108,ros,0,24
Tremendous Velocity,108,ros,0,24
Venomous Covenant,108,tbl,21,26
Aegis of Zeklor,109,ros,10,24
Companion's Unity,109,ros,0,24
Ekron's Chill,109,ros,0,24
Frostbite Roar,109,ros,11,24
Growl of the Sabretooth,109,ros,0,24
Growl of the Sabretooth,109,ros,0,24
Growl of the Sabretooth II,109,ros,0,24
Growl of the Sabretooth III,109,ros,0,24
Spirit of Beramos,109,ros,0,24
Mangle,109,ros,9,24
Akalit's Feralgia,110,ros,5,24
Akalit's Growl,110,ros,0,24
Akalit's Growl II,110,ros,0,24
Akalit's Growl III,110,ros,0,24
Akalit's Call,110,ros,0,24
Akalit's Call II,110,ros,0,24
Akalit's Call III,110,ros,0,24
Feralist's Unity,110,ros,3,24
Roar at the Moon,110,ros,5,24
Roaring at the Moon,110,ros,0,24
Roar at the Moon Call,110,ros,0,24
Spellbreaker's Keep,110,ros,10,24
Spellbreaker's Mending Azia IV,110,ros,0,24
Spellbreaker's Mending Beza IV,110,ros,0,24
Spellbreaker's Mending Caza IV,110,ros,0,24
Beramos' Maelstrom,110,ros,15,24
Beramos' Poison Strike,110,ros,0,24
Beramos' Poison Strike II,110,ros,0,24
Beramos' Poison Strike III,110,ros,0,24
Beramos' Disease Strike,110,ros,0,24
Beramos' Disease Strike II,110,ros,0,24
Beramos' Disease Strike III,110,ros,0,24
Beramos' Ice Strike,110,ros,0,24
Beramos' Ice Strike II,110,ros,0,24
Beramos' Ice Strike III,110,ros,0,24
Venon's Vindication,110,tbl,21,26
Relax,111,tov,13,26
Natural Alliance,111,tov,0,26
Friend's Aid Azia IV,111,tov,0,26
Friend's Aid Beza IV,111,tov,0,26
Friend's Aid Caza IV,111,tov,0,26
Focus of Tobart,111,tov,0,26
Horasug's Aggression,111,tov,13,26
Horasug's Protection,111,tov,13,26
Salve of Tobart,111,tov,0,26
Ikatiar's Blood,111,tov,0,26
Depleting Bite,112,tov,0,26
Restless Lance,112,tov,11,26
Maelstrom of Claws,112,tov,6,26
Bethun's Mending,112,tov,0,26
Neemzaq's Endemic,112,tov,4,26
Spiritual Vehemence,112,tov,3,26
Kallis' Melioration,112,tov,0,26
Kallis' Miracle,112,tov,0,26
Kallis' Miracle II,112,tov,0,26
Kallis' Miracle III,112,tov,0,26
Promised Healing,113,tov,12,26
Promised Healing Trigger,113,tov,0,26
Promised Healing Trigger II,113,tov,0,26
Promised Healing Trigger III,113,tov,0,26
Sympathetic Warder,113,tov,0,26
Spiritual Insight,113,tov,0,26
Bloodmaw's Bite,113,tov,6,26
Icewood Ward,113,tov,10,26
Frozen Malignance,113,tov,14,26
Frozen Malignance Poison,113,tov,0,26
Frozen Malignance Poison II,113,tov,0,26
Frozen Malignance Poison III,113,tov,0,26
Frozen Malignance Ice,113,tov,0,26
Frozen Malignance Ice II,113,tov,0,26
Frozen Malignance Ice III,113,tov,0,26
Spirit of Blizzent,113,tov,0,26
Astounding Velocity,113,tov,0,26
Aegis of Orfur,114,tov,10,26
Ally's Unity,114,tov,0,26
Endaroky's Chill,114,tov,0,26
Restless Roar,114,tov,11,26
Growl of the Lioness,114,tov,0,26
Growl of the Lioness,114,tov,0,26
Growl of the Lioness II,114,tov,0,26
Growl of the Lioness III,114,tov,0,26
Spirit of Mandrikai,114,tov,0,26
Batter,114,tov,9,26
Grikor's Feralgia,115,tov,5,26
Grikor's Growl,115,tov,0,26
Grikor's Growl II,115,tov,0,26
Grikor's Growl III,115,tov,0,26
Grikor's Call,115,tov,0,26
Grikor's Call II,115,tov,0,26
Grikor's Call III,115,tov,0,26
Reclaimer's Unity,115,tov,3,26
Bay at the Moon,115,tov,5,26
Baying at the Moon,115,tov,0,26
Bay at the Moon Call,115,tov,0,26
Spellbreaker's Citadel,115,tov,10,26
Spellbreaker's Renewal Azia IV,115,tov,0,26
Spellbreaker's Renewal Beza IV,115,tov,0,26
Spellbreaker's Renewal Caza IV,115,tov,0,26
Vkjen's Maelstrom,115,tov,15,26
Vkjen's Poison Strike,115,tov,0,26
Vkjen's Poison Strike II,115,tov,0,26
Vkjen's Poison Strike III,115,tov,0,26
Vkjen's Disease Strike,115,tov,0,26
Vkjen's Disease Strike II,115,tov,0,26
Vkjen's Disease Strike III,115,tov,0,26
Vkjen's Ice Strike,115,tov,0,26
Vkjen's Ice Strike II,115,tov,0,26
Vkjen's Ice Strike III,115,tov,0,26
