SpellName,ClassLevel,Expansion,Timer,ExpansionNum
Lyssa's Lively Crescendo,90,hot,0,17
Sotor's Chant of Flame,90,hot,0,17
Wave of Dreams,90,hot,0,17
Aria of Impeccability,91,voa,0,18
Aria of the Orator,91,voa,0,18
Lullaby of the Forlorn,91,voa,0,18
Pulse of Lunanyn,91,voa,0,18
Thunderous Barrier,91,voa,0,18
Wasinai's Chant of Disease,91,voa,0,18
Silence of the Windsong,91,voa,0,18
Aura of Lunanyn,92,voa,0,18
Echo of Lunanyn,92,voa,0,18
Lapsing Lullaby,92,voa,0,18
Fatesong of Illdaera,92,voa,0,18
Kalbrok's Chant of Frost,92,voa,0,18
Assuaging Accelerando,93,voa,0,18
Chorus of Lunanyn,93,voa,0,18
Wasinai's Psalm of Potency,93,voa,0,18
Ryken's Reckless Renewal,93,voa,0,18
Terasal's Spry Sonata,93,voa,0,18
Daevan's Aria,93,voa,0,18
Hiqork's Chant of Poison,93,voa,0,18
Hykast's Song of Suffering,94,voa,0,18
Oratory of Opposition,94,voa,0,18
Oratory of Invitation,94,voa,0,18
Slumber of Kolain,94,voa,0,18
Voice of Kolain,94,voa,0,18
War March of Illdaera,94,voa,0,18
Arcane Address,95,voa,0,18
Aura of the Orator,95,voa,0,18
Echo of the Orator,95,voa,0,18
Hykast's Insult,95,voa,3,18
Hykast's Spiteful Lyric,95,voa,0,18
Kolain's Lively Crescendo,95,voa,0,18
Daevan's Chant of Flame,95,voa,0,18
Wave of the Conductor,95,voa,0,18
Aria of Absolution,96,rof,0,19
Aria of Va'Ker,96,rof,0,19
Lullaby of the Forsaken,96,rof,0,19
Pulse of Salarra,96,rof,0,19
Resounding Barrier,96,rof,0,19
Siavonn's Chant of Disease,96,rof,0,19
Silence of the Forsaken,96,rof,0,19
War Chorus of Protan,96,cotf,0,20
Aura of Salarra,97,rof,0,19
Echo of Salarra,97,rof,0,19
Fatesong of Protan,97,rof,0,19
Edoth's Chant of Frost,97,rof,0,19
Harmony of Tone,97,rof,0,19
Garath's Insult,97,cotf,6,20
Ameliorating Accelerando,98,rof,0,19
Chorus of Salarra,98,rof,0,19
Siavonn's Psalm of Potency,98,rof,0,19
Ruaabri's Reckless Renewal,98,rof,0,19
Doben's Spry Sonata,98,rof,0,19
Gosik's Aria,98,rof,0,19
Slaunk's Chant of Poison,98,rof,0,19
Psalm of the Forsaken,98,cotf,0,20
Kaficus' Song of Suffering,99,rof,0,19
Dirge of Salubra,99,rof,0,19
Slumber of Motlak,99,rof,0,19
Voice of Motlak,99,rof,0,19
War March of Protan,99,rof,0,19
Protan's Melodic Binding,99,rof,0,19
Corpseflower's Assonant Binding,99,cotf,0,20
Arcane Hymn,100,rof,0,19
Aura of Va'Ker,100,rof,0,19
Echo of Va'Ker,100,rof,0,19
Kaficus' Insult,100,rof,6,19
Kaficus' Spiteful Lyric,100,rof,0,19
Motlak's Lively Crescendo,100,rof,0,19
Gosik's Chant of Flame,100,rof,0,19
Wave of Quietude,100,rof,0,19
Reflexive Retort,100,rof,19,19
Brusco's Burning Call,100,cotf,0,20
Aria of Maetanrus,101,tds,0,21
Lullaby of Silisia,101,tds,0,21
Pulse of Sionachie,101,tds,0,21
Echoing Barrier,101,tds,0,21
Horthin's Chant of Disease,101,tds,0,21
Silence of Silisia,101,tds,0,21
Dichotomic Psalm,101,tbm,7,22
Aura of Sionachie,102,tds,0,21
Echo of Sionachie,102,tds,0,21
Fatesong of Jocelyn,102,tds,0,21
Kirchen's Chant of Frost,102,tds,0,21
Fjilnauk's Insult,102,tds,3,21
Silisia's Demand,102,eok,0,23
Alliance of Sticks and Stones,102,eok,9,23
Allaying Accelerando,103,tds,0,21
Chorus of Sionachie,103,tds,0,21
Horthin's Psalm of Potency,103,tds,0,21
Rytan's Reckless Renewal,103,tds,0,21
Nilsara's Aria,103,tds,0,21
Serisaria's Chant of Poison,103,tds,0,21
Plague of the Piper,103,tbm,5,22
Silisia's Lively Crescendo,104,tds,0,21
Fjilnauk's Song of Suffering,104,tds,0,21
Slumber of Silisia,104,tds,0,21
Voice of Silisia,104,tds,0,21
War March of Jocelyn,104,tds,0,21
Requiem for the Dead,104,tbm,0,22
Arcane Melody,105,tds,0,21
Aura of Maetanrus,105,tds,0,21
Echo of Maetanrus,105,tds,0,21
Fjilnauk's Spiteful Lyric,105,tds,0,21
Nilsara's Chant of Flame,105,tds,0,21
Wave of Torpor,105,tds,0,21
Reflexive Rejoinder,105,eok,19,23
Tsaph's Insult,105,eok,3,23
Aria of Begalru,106,ros,0,24
Lullaby of Jembel,106,ros,0,24
Pulse of Xigam,106,ros,0,24
Reverberating Barrier,106,ros,0,24
Hoshkar's Chant of Disease,106,ros,0,24
Silence of Jembel,106,ros,0,24
Dissident Psalm,106,tbl,7,26
Aura of Xigam,107,ros,0,24
Echo of Xigam,107,ros,0,24
Fatesong of Dekloaz,107,ros,0,24
Ekron's Chant of Frost,107,ros,0,24
Travenro's Insult,107,ros,6,24
Dirge of Lost Horizons,107,tbl,0,26
Second Psalm of Veeshan,108,ros,0,24
Kluzen's Spry Sonata,108,ros,0,24
Atoning Accelerando,108,ros,0,24
Chorus of Xigam,108,ros,0,24
Akett's Psalm of Potency,108,ros,0,24
Rigelon's Reckless Renewal,108,ros,0,24
Qunard's Aria,108,ros,0,24
Nexona's Chant of Poison,108,ros,0,24
Dekloaz's Melodic Binding,109,ros,0,24
Shardstubble's Assonant Binding,109,ros,0,24
Jembel's Lively Crescendo,109,ros,0,24
Travenro's Song of Suffering,109,ros,0,24
Slumber of Jembel,109,ros,0,24
Voice of Jembel,109,ros,0,24
War March of Dekloaz,109,ros,0,24
Dawnbreeze's Demand,109,tbl,0,26
Magmalisk's Burning Call,110,ros,0,24
Arcane Ballad,110,ros,0,24
Aura of Begalru,110,ros,0,24
Echo of Begalru,110,ros,0,24
Travenro's Spiteful Lyric,110,ros,0,24
Qunard's Chant of Flame,110,ros,0,24
Wave of Somnolence,110,ros,0,24
Sathir's Insult,110,ros,6,24
Covenant of Sticks and Stones,110,tbl,9,26
Aria of Margidor,111,tov,0,26
Lullaby of Zburator,111,tov,0,26
Pulse of Vhal'Sera,111,tov,0,26
Tonitruous Barrier,111,tov,0,26
Zlexak's Chant of Disease,111,tov,0,26
Silence of Zburator,111,tov,0,26
Aura of Vhal'Sera,112,tov,0,26
Echo of Vhal'Sera,112,tov,0,26
Fatesong of Radiwol,112,tov,0,26
Yelinak's Chant of Frost,112,tov,0,26
Omorden's Insult,112,tov,3,26
Psalm of the Restless,113,tov,0,26
Kellek's Spry Sonata,113,tov,0,26
Placating Accelerando,113,tov,0,26
Chorus of Vhal'Sera,113,tov,0,26
Velketor's Psalm of Potency,113,tov,0,26
Reivaj's Reckless Renewal,113,tov,0,26
Sontalak's Aria,113,tov,0,26
Malvus's Chant of Poison,113,tov,0,26
Mahaha's Assonant Binding,114,tov,0,26
Zburator's Lively Crescendo,114,tov,0,26
Omorden's Song of Suffering,114,tov,0,26
Radiwol's Melodic Binding,114,tov,0,26
Slumber of Zburator,114,tov,0,26
Voice of Zburator,114,tov,0,26
War March of Radiwol,114,tov,0,26
Arcane Symphony,115,tov,0,26
Sofia's Burning Call,115,tov,0,26
Aura of Margidor,115,tov,0,26
Echo of Margidor,115,tov,0,26
Omorden's Spiteful Lyric,115,tov,0,26
Sontalak's Chant of Flame,115,tov,0,26
Wave of Sleep,115,tov,0,26
