SpellName,ClassLevel,Expansion,Timer,ExpansionNum
Firewalker's Precision Strike,109,tbl,-1,26
Firestorm of Fists,110,ros,12,24
Reject Death,110,ros,8,24
Relax,111,tov,13,26
Icewalker's Synergy,111,tov,9,26
Frostblurred Apparition,111,tov,-1,26
Eagle's Poise,112,tov,16,26
Heron Stance,112,tov,14,26
Echo of Disorientation,113,tov,-1,26
Breath of Tranquility,113,tov,5,26
Zlexak's Fang,114,tov,17,26
Barrage of Fists,115,tov,12,26
Rescind Death,115,tov,8,26
